"","site","mean","sd","FRic.orig","FRic.SES"
"1",1,0.037493989625611,0.00807187558332416,0.0342788985978073,-0.398307802767154
"2",2,0.00229028257543572,0.0010549634657314,0.00206516883944874,-0.213385338259943
"3",3,0.00590285342224449,0.0032538554469815,0.0050490372136085,-0.262401395067517
"4",4,0.0403337279124667,0.00595249044046199,0.0394006301557747,-0.156757539726437
"5",5,0.0175388367205619,0.00611276415325311,0.0174111329461137,-0.020891330214369
"6",6,0.0620878072859346,0.00730171877208674,0.0608542353888614,-0.168942674400021
"7",7,5.51701554776764e-05,3.41690288285248e-05,5.03455746663233e-05,-0.141197481367263
"8",8,0.0562225129848597,0.0080953042838353,0.0569154108264953,0.0855925629650792
"9",9,0.117173584186252,0.011398723513687,0.114610860018579,-0.224825539859414
"10",10,0.107186592384184,0.0097281837912313,0.107977864650821,0.0813381288447575
"11",11,0.0888575627356927,0.0129153470767983,0.0836357476403021,-0.404310860895976
"12",12,0.0960561232643475,0.0152302435918325,0.0920602811412592,-0.262362325263867
"13",13,0.0193766261045762,0.00386721971955585,0.0188180352328501,-0.14444249673775
"14",14,0.0267577295599995,0.00584379178239762,0.0255535737495492,-0.206057275017457
"15",15,0.0535880280995562,0.00745361262011625,0.0497729233232507,-0.511846398618716
"16",16,0.0629294379360259,0.00838307968072429,0.0607840227476657,-0.255922079959867
"17",17,0.0894004944576584,0.00930989832798254,0.0905075364763705,0.118910215741522
"18",18,0.138916555450223,0.0165527847569844,0.138150327014668,-0.0462900017613207
"19",19,0.138147825208031,0.0155635687598949,0.138201063718987,0.0034207135765123
"20",20,0.0462505763413464,0.0068362118115709,0.0479538460621171,0.249154029705131
"21",21,0.0253296568904773,0.00546734653854729,0.0254586543733278,0.0235941661903018
"22",22,0.149421715275496,0.0166349352852692,0.146247599796158,-0.190810209051326
"23",23,0.117495553827619,0.0134486706094593,0.11628070747993,-0.090332076899476
"24",24,0.021425635709343,0.00318201271712257,0.0213830686287862,-0.0133774074276074
"25",25,0.171613206827411,0.0154334304439446,0.175645743311737,0.261285817108015
"26",26,0.06392953180846,0.0231799461279376,0.0503181936584836,-0.587203183081232
"27",27,0.0361671774832616,0.00570968398519292,0.0377038094289878,0.2691273194298
"28",28,0.00311652041079355,0.00135238787767601,0.00291031208292311,-0.152477208110438
"29",29,0.104151483910289,0.0185624913954586,0.093891880781552,-0.552706148660983
"30",30,0.0893039538483213,0.0141942530183289,0.0857385132710984,-0.251189025066617
"31",31,0.0424260830278483,0.0066222404264644,0.0429772641473177,0.0832318194408585
"32",32,0.0129305573925724,0.00314247428980098,0.0118012383580007,-0.35937256137209
"33",33,0.0586750907271501,0.00972945122886565,0.0590564918148327,0.039200678302496
"34",34,0.0560382376400735,0.00692192826520956,0.0579624605435355,0.27798943151916
"35",35,0.0483097385475072,0.00902556737846155,0.0449569532039752,-0.371476407293023
"36",36,0.0101536748010503,0.00266377872211079,0.0087910540778752,-0.511536754860542
"37",37,0.0119875982136029,0.00320050717899186,0.0114783806630372,-0.159105267411432
"38",38,0.00266079610770415,0.00146116814025714,0.0024367243640538,-0.153351101407754
"39",39,0.0364094865064567,0.0068843755454348,0.0342886492958852,-0.308065298962066
"40",40,0.0571439302729205,0.00885354671979923,0.0582491471682299,0.124833236926142
"41",41,0.0308187085215994,0.00535458006441935,0.0322301951613177,0.263603610878378
"42",42,0.00811004250586383,0.0018093257075729,0.00841046534603473,0.166041326287185
"43",43,0.00877216943565485,0.0018016158316497,0.00870471358920075,-0.0374418592849106
"44",44,0.00227449229607577,0.00050936279916533,0.00219207484162606,-0.16180501321408
