"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","flowering.duration",0.783599610271729,0.0018156,0.0278693870480165,0.16025,0.783599610271729,0.0350319752765532
"value15","maximum.height",0.14085910439103,0.050906,5.63915441749234e-05,0.3795,0.204885970023316,0.000150377451133129
"value14","seed.mass",0.0111668211018411,0.14368,0.0413930281081201,0.14388,0.0198521264032731,0.0413930281081201
"value13","SLA",0.249157659760969,0.031491,0.0284634799121995,0.15938,0.332210213014625,0.0350319752765532
"value12","redun",0.0385640087440127,0.097976,2.54242518636974e-07,0.52323,0.0617024139904203,1.0169700745479e-06
"value11","FunRao",6.72985336346871e-14,0.74102,2.82249641180339e-14,0.7817,3.58925512718331e-13,1.50533141962848e-13
"value10","simpson",8.69011305208929e-06,0.37896,2.63268220492554e-05,0.40213,3.47604522083572e-05,8.42458305576172e-05
"value9","RaoQ",3.90402410949745e-30,0.95609,4.74430395766282e-29,0.95847,3.12321928759796e-29,3.79544316613026e-28
"value8","FDiv",1.89979338469041e-05,0.35624,0.000110438480103772,0.35882,6.07933883100931e-05,0.000252430811665765
"value7","FDis",0,1,0,1,0,0
"value6","hydro.pc3",0.753947710138618,0.0023643,0.0359296427825511,0.14977,0.783599610271729,0.0383249523013878
"value5","regulation",0.00940482445048805,0.16456,0.0113596519989255,0.21497,0.0188096489009761,0.0201949368869787
"value4","C_MaxM",0.00504443384827333,0.17257,0.00195687265226395,0.2623,0.011530134510339,0.0039137453045279
"value3","PS10YrARI",0.406603838917917,0.016457,0.0352137094715069,0.15061,0.500435494052821,0.0383249523013878
"value2","LSPeak",0.00369525698610675,0.18374,0.0151000426417018,0.18498,0.00985401862961799,0.0219636983879299
"value1","soil_awc",0.558266583661549,0.0082235,0.0130397295485585,0.19079,0.638018952756055,0.0208635672776936
